"學期
Semester","課號
CourseID","課名
Course Title","教師
Instructor","選課人數
Enrollment Count","平均GPA
Average GPA","標準差
Standard Deviation",course,instructor_ref
109下,ENE 521000,"類比電路設計
Analog Circuit Design","陳新CHEN, HSIN",20,3.49,0.92,ENE5210,38515260326772697872837378
109下,ENE 525000,"微波電路分析及設計
Analysis and Design of Microwave Circuits","徐碩鴻HSU, SHUO-HUNG",26,3.86,0.38,ENE5250,2446430889402517283858372857972857871
109下,ENE 528000,"生物晶片系統微流體學
System Microfluidics for biochips","楊雅棠YANG, YA-TANG",14,3.97,0.33,ENE5280,26954385972684889657871896584657871
109下,ENE 534100,"奈米級金氧半元件物理
Physics of Nanoscale CMOS Devices","連振炘LIEN, CHEN-HSIN",90,3.93,0.55,ENE5341,368992539128824767369786772697872837378
109下,ENE 553000,"兆赫波科技
Terahertz Science and Technology","楊尚樺YANG, SHANG-HUA",5,4.12,0.15,ENE5530,269542357827194896578718372657871728565
109下,ENE 592000,"書報討論
Seminar","盧向成LU, SHIANG-CHENG
楊尚樺YANG, SHANG-HUA",83,3.47,0.5,ENE5920,30439215212510476858372736578716772697871269542357827194896578718372657871728565
109下,ENE 631000,"半導體光偵測器與電路
Semiconductor Photodetectors and Circuits","徐永珍HSU, YUNG-JANE",49,3.59,0.64,ENE6310,2446427704296457283858985787174657869
109下,ENE 634000,"半導體功率元件
Semiconductor Power Devices","黃智方HUANG, CHIH-FANG",22,3.81,0.48,ENE6340,40643262342604172856578716772737270657871
109下,ENE 638000,"邏輯非揮發性記憶體
Logic Non-Volatile Memory","連振炘LIEN, CHEN-HSIN",56,4.12,0.58,ENE6380,368992539128824767369786772697872837378
109下,ESS 103001,"工程力學
Engineering Mechanics","陳紹文CHEN, SHAO-WEN",48,3.84,0.6,ESS1030,3851532057259916772697883726579876978
109下,ESS 103002,"工程力學
Engineering Mechanics","陳紹文CHEN, SHAO-WEN",52,3.7,0.81,ESS1030,3851532057259916772697883726579876978
109下,ESS 105000,"能源與環境概論
Introduction to Energy and Environment","陳燦耀CHEN, TSAN-YAO",141,4.0,0.64,ESS1050,3851529158327686772697884836578896579
109下,ESS 204001,"工程數學二
Engineering Mathematics II","陳健群CHEN, CHEIN-CHUN",81,3.4,1.02,ESS2040,38515205813267667726978677269737867728578
109下,ESS 204002,"工程數學二
Engineering Mathematics II","陳健群CHEN, CHEIN-CHUN",61,3.4,0.93,ESS2040,38515205813267667726978677269737867728578
109下,ESS 225000,"電子學二
Electronics II","盧志文LU, CHIH-WEN",71,3.17,1.22,ESS2250,304392453525991768567727372876978
109下,ESS 226000,"電子學實驗二
Electronics Lab. II","巫勇賢WU, YUNG-HSIEN",69,3.84,0.4,ESS2260,2404321191360668785898578717283736978
109下,ESS 233000,"電磁學一
Electromagnetism I","柳克強LEOU, KEH-CHYANG",46,3.66,0.7,ESS2330,26611208112437576697985756972677289657871
109下,ESS 241000,"工程熱力學
Engineering Thermodynamics","李敏LEE, MIN",6,3.23,0.88,ESS2410,2644625935766969777378
109下,ESS 242000,"材料力學
Mechanics of Materials","曾繁根TSENG, FAN-GANG",7,3.77,0.48,ESS2420,263663232126681848369787170657871657871
109下,ESS 250001,"材料科學導論一
Introduction to Materials Science I","歐陽汎怡OU YANG, FAN-YI",69,2.93,1.07,ESS2500,274723852527726246097985896578717065788973
109下,ESS 250002,"材料科學導論一
Introduction to Materials Science I","朱鵬維CHU, PENG-WEI",62,3.02,1.1,ESS2500,26417403003217367728580697871876973
109下,ESS 251000,"材料熱力學
Thermodynamics of Materials","朱鵬維CHU, PENG-WEI",42,2.83,1.31,ESS2510,26417403003217367728580697871876973
109下,ESS 260000,"工程化學概論
Introductory Chemistry for Engineers","王本誠WANG, PEN-CHENG",10,3.37,0.88,ESS2600,295792641235488876578718069786772697871
109下,ESS 302001,"近代物理一
Modern Physics I","陳馨怡CHEN, HSIN-YI",72,2.95,0.98,ESS3020,38515393362460967726978728373788973
109下,ESS 302002,"近代物理一
Modern Physics I","陳馨怡CHEN, HSIN-YI",65,2.88,1.04,ESS3020,38515393362460967726978728373788973
109下,ESS 304000,"機率與統計
Probability and Statistics","蕭百沂HSIAO, PAI-YI",75,3.57,1.11,ESS3040,34157303342777872837365798065738973
109下,ESS 325000,"控制系統
Feedback Control Systems","蘇育全SU, YU-CHUAN",30,3.31,1.21,ESS3250,343113294620840838589856772856578
109下,ESS 327100,"量測系統實驗
Measurement System Experiments","蘇育全SU, YU-CHUAN",21,3.88,0.31,ESS3271,343113294620840838589856772856578
109下,ESS 340000,"熱傳學
Heat Transfer","林洸銓LIN, KUANG-CHUAN",11,3.71,0.7,ESS3400,26519279603752376737875856578716772856578
109下,ESS 341000,"熱流學實驗
Heat Transfer Laboratory","林洸銓LIN, KUANG-CHUAN",12,4.05,0.21,ESS3410,26519279603752376737875856578716772856578
109下,ESS 352000,"物理冶金二
Physical Metallurgy II","黃嘉宏HUANG, JIA-HONG",20,2.83,1.18,ESS3520,406432202523439728565787174736572797871
109下,ESS 370000,"氫能科技導論
Introduction to Hydrogen Energy Technology","王翔郁WANG, HSIANG-YU",13,4.25,0.16,ESS3700,295793272437057876578717283736578718985
109下,ESS 401200,"核能安全
Nuclear Power Reactor Safety","馮玉明FERNG, YUH-MING",22,3.8,0.66,ESS4012,393422957726126706982787189857277737871
109下,ESS 401300,"書報討論二
Seminar(II)","陳健群CHEN, CHEIN-CHUN",18,3.78,0.92,ESS4013,38515205813267667726978677269737867728578
109下,ESS 423000,"半導體製程
Semiconductor Processing","吳文發WU, WEN-FA",95,3.88,0.68,ESS4230,21555259913033287858769787065
109下,ESS 427000,"機器學習導論
Introduction to Machine Learning","吳順吉WU, SHUN-CHI",55,3.56,1.09,ESS4270,215553891821513878583728578677273
109下,ESS 430000,"固態物理導論一
Introduction to Solid State Physics I","吳永俊WU, YUNG-CHUN",50,4.05,0.52,ESS4300,21555277042042687858985787167728578
109下,ESS 450000,"材料機械性質
Mechanical Properties of Materials","藍貫哲LAN, KUAN-CHE",11,3.54,1.33,ESS4500,34253360112174676657875856578677269
109下,ESS 454000,"燃料電池原理與應用
Principles and Applications of Fuel Cells","葉宗洸YEH, TSUNG-KUANG",40,3.12,1.15,ESS4540,33865234472796089697284838578717585657871
109下,ESS 455000,"太陽光電創意專題實作
Solar Cell Laboratory and Project Study","吳永俊WU, YUNG-CHUN",31,4.24,0.14,ESS4550,21555277042042687858985787167728578
109下,ESS 498000,"工程系統專題研究一
Independent Study in Engineering & System Science I",指導教授,63,3.97,0.64,ESS4980,25351235662594525480
109下,ESS 499000,"工程系統專題研究二
Independent Study in Engineering & System Science II",指導教授,12,3.99,0.33,ESS4990,25351235662594525480
109下,ESS 500000,"專題演講
Colloquium","林洸銓LIN, KUANG-CHUAN
陳馨怡CHEN, HSIN-YI",180,3.78,0.26,ESS5000,2651927960375237673787585657871677285657838515393362460967726978728373788973
109下,ESS 502001,"書報討論
Seminar","李志浩LEE, CHIH-HAO",18,3.78,0.18,ESS5020,26446245352800976696967727372726579
109下,ESS 502002,"書報討論
Seminar","曾繁根TSENG, FAN-GANG",30,4.17,0.15,ESS5020,263663232126681848369787170657871657871
109下,ESS 502003,"書報討論
Seminar","王翔郁WANG, HSIANG-YU",8,4.26,0.1,ESS5020,295793272437057876578717283736578718985
109下,ESS 502004,"書報討論
Seminar","朱鵬維CHU, PENG-WEI",52,4.22,0.17,ESS5020,26417403003217367728580697871876973
109下,ESS 502005,"書報討論
Seminar","張廖貴術CHANG LIAO, KUEI-SHU",31,4.12,0.18,ESS5020,2437324278360203489967726578717673657975856973837285
109下,ESS 502006,"書報討論
Seminar","吳順吉WU, SHUN-CHI",47,4.21,0.23,ESS5020,215553891821513878583728578677273
109下,ESS 523000,"半導體元件物理
Semiconductor Devices Physics","張廖貴術CHANG LIAO, KUEI-SHU",72,3.55,0.78,ESS5230,2437324278360203489967726578717673657975856973837285
109下,ESS 523300,"半導體元件設計與模擬
Semiconductor devices design and simulation","吳永俊WU, YUNG-CHUN",29,4.19,0.17,ESS5233,21555277042042687858985787167728578
109下,ESS 527100,"微波工程
Microwave Engineering","柳克強LEOU, KEH-CHYANG",7,4.09,0.21,ESS5271,26611208112437576697985756972677289657871
109下,ESS 537500,"先進製程特論
Special Topics on Advanced Process Technology","蘇紘儀SU, DAVID HUNG-I",111,3.76,0.36,ESS5375,343113202420736838568658673687285787173
109下,ESS 552000,"高等物理冶金
Advanced Physical Metallurgy","黃嘉宏HUANG, JIA-HONG",17,3.42,0.59,ESS5520,406432202523439728565787174736572797871
109下,ESS 552800,"材料分析與檢測
Inspection and Analysis for Materials","陳健群CHEN, CHEIN-CHUN",57,3.22,1.29,ESS5528,38515205813267667726978677269737867728578
109下,ESS 568001,"輻射度量實驗
Radiation Detection and Measurement Lab.","李志浩LEE, CHIH-HAO",9,3.99,0.27,ESS5680,26446245352800976696967727372726579
109下,ESS 571500,"高分子物理
Polymer Physics","蕭百沂HSIAO, PAI-YI",3,4.3,0.0,ESS5715,34157303342777872837365798065738973
109下,ESS 573000,"先進太陽能電池
Advanced Solar Cells","陳燦耀CHEN, TSAN-YAO",5,3.98,0.5,ESS5730,3851529158327686772697884836578896579
109下,ESS 584000,"電子構裝冷卻理論與實驗
Electronics Cooling System Design","林唯耕LIN, WEI-KENG",10,4.3,0.0,ESS5840,26519218073278976737887697375697871
109下,ESS 584500,"奈微米生醫及流體系統
Nano/Micro Biomedical and Fluidic Systems","曾繁根TSENG, FAN-GANG
楊重熙YANG, CHUNG-SHI",6,3.98,0.46,ESS5845,263663232126681848369787170657871657871269543732529081896578716772857871837273
109下,ESS 589800,"軟物質科學導論
Introduction to Soft Condensed Matter","王本誠WANG, PEN-CHENG",16,3.84,0.41,ESS5898,295792641235488876578718069786772697871
109下,ESS 634000,"高等電漿工程
Advanced Plasma Engineering","柳克強LEOU, KEH-CHYANG",11,4.08,0.18,ESS6340,26611208112437576697985756972677289657871
109下,FL 100600,"西洋文學概論二
Introduction to Western Literature II",金守民MARGARET KIM,60,2.86,1.25,FL1006,3732923432276657765827165826984757377
109下,FL 101900,"應用語言學
Introduction to Applied Linguistics","楊梵孛YANG, FAN-PEI",68,4.13,0.23,FL1019,26954268052338789657871706578806973
109下,FL 102001,"英文二
English II","楊梵孛YANG, FAN-PEI",20,3.81,0.14,FL1020,26954268052338789657871706578806973
109下,FL 102002,"英文二
English II","張銪容CHANG, YU-JUNG",20,3.92,0.32,FL1020,2437337546234816772657871898574857871
109下,FL 102003,"英文二
English II","陳宗穎CHEN, TSUNG-YING",7,3.84,0.57,FL1020,38515234473131067726978848385787189737871
109下,FL 102801,"進階英文：閱讀與討論
Advanced English: Reading and Discussion","郭詩芝KUO, SHIH-CHIH",26,3.87,0.24,FL1028,3710135433334377585798372737267727372
109下,FL 102802,"進階英文：閱讀與討論
Advanced English: Reading and Discussion","秦震宇CHIN, CHEN-YU",5,3.54,0.35,FL1028,31206386632343167727378677269788985
109下,FL 102803,"進階英文：閱讀與討論
Advanced English: Reading and Discussion","林雅瓊LIM, NGA-KHING",12,4.28,0.08,FL1028,2651938597298987673777871657572737871
109下,FL 102804,"進階英文：閱讀與討論
Advanced English: Reading and Discussion","鄺粵敏KWONG, YUET MAN",28,4.15,0.2,FL1028,371783192525935758779787189856984776578
109下,FL 102805,"進階英文：閱讀與討論
Advanced English: Reading and Discussion","黃伊岑HUANG, I-TSEN",17,3.66,0.92,FL1028,40643202342369772856578717384836978
109下,FL 102806,"進階英文：聽講
Advanced English: Listening and Speaking","呂文仁LIU, WEN-REN",24,3.86,0.33,FL1028,215702599120161767385876978826978
109下,FL 102807,"進階英文：聽講
Advanced English: Listening and Speaking","詹智婷CHAN, CHIH-TING",23,3.8,0.96,FL1028,354492623423159677265786772737284737871
109下,FL 102808,"進階英文：聽講
Advanced English: Listening and Speaking","郭詩芝KUO, SHIH-CHIH",14,3.69,0.37,FL1028,3710135433334377585798372737267727372
109下,FL 102809,"進階英文：聽講
Advanced English: Listening and Speaking","呂文仁LIU, WEN-REN",21,3.57,0.62,FL1028,215702599120161767385876978826978
109下,FL 102810,"進階英文：聽講
Advanced English: Listening and Speaking","馬紹芸MA, SHAO-YUN",6,4.0,0.17,FL1028,393403205733464776583726579898578
109下,FL 103600,"文學作品讀法二
Introduction to Literature II","黃仕宜HUANG, SHIH-YI",64,3.12,0.91,FL1036,4064320181234527285657871837273728973
109下,FL 104201,"英語聽講二
English Listening and Speaking II","黃伊岑HUANG, I-TSEN",28,3.82,0.77,FL1042,40643202342369772856578717384836978
109下,FL 104202,"英語聽講二
English Listening and Speaking II","許淳潔HSU, CHUN-CHIEH",29,3.98,0.22,FL1042,353772814728500728385677285786772736972
109下,FL 200300,"十八世紀前英國文學
English Literature before 1700",金守民MARGARET KIM,12,3.93,0.51,FL2003,3732923432276657765827165826984757377
109下,FL 201001,"閱讀與寫作一(下
)Reading & Writing I (2)","林惠芬LIN, HUI-FEN",13,4.02,0.22,FL2010,265192480033452767378728573706978
109下,FL 201002,"閱讀與寫作一(下
)Reading & Writing I (2)",張寶玉VIPHAVEE VONGPUMIVITCH,16,3.85,0.18,FL2010,243732354229577867380726586696986797871808577738673846772
109下,FL 201003,"閱讀與寫作一(下
)Reading & Writing I (2)","陳皇華CHEN, HUANG-HUA",21,4.1,0.19,FL2010,385153034333775677269787285657871728565
109下,FL 201201,"初級日語二
Beginning Japanese II","簡嘉菁CHIEN, CHIA-CHING",24,3.98,0.41,FL2012,3177722025337296772736978677273656772737871
109下,FL 201202,"初級日語二
Beginning Japanese II","陳國卿CHEN, KUO-CHING",43,4.15,0.2,FL2012,385152228321375677269787585796772737871
109下,FL 201203,"初級日語二
Beginning Japanese II","周雅玲CHOU, YA-LING",40,3.55,0.92,FL2012,21608385972961867727985896576737871
109下,FL 201204,"初級日語二
Beginning Japanese II","周雅玲CHOU, YA-LING",19,3.34,1.23,FL2012,21608385972961867727985896576737871
109下,FL 201205,"初級日語二
Beginning Japanese II","周雅玲CHOU, YA-LING",22,3.5,0.84,FL2012,21608385972961867727985896576737871
109下,FL 201206,"初級日語二
Beginning Japanese II","周雅玲CHOU, YA-LING",14,3.61,0.87,FL2012,21608385972961867727985896576737871
109下,FL 201207,"初級日語二
Beginning Japanese II","張鈞竹CHANG,CHUN-CHU",38,3.93,0.42,FL2012,243733740631481677265787167728578677285
109下,FL 201208,"初級日語二
Beginning Japanese II","張鈞竹CHANG,CHUN-CHU",37,3.91,0.47,FL2012,243733740631481677265787167728578677285
109下,FL 201209,"初級日語二
Beginning Japanese II","簡嘉菁CHIEN, CHIA-CHING",33,3.92,0.42,FL2012,3177722025337296772736978677273656772737871
109下,FL 201210,"初級日語二
Beginning Japanese II","簡嘉菁CHIEN, CHIA-CHING",38,4.06,0.3,FL2012,3177722025337296772736978677273656772737871
109下,FL 201211,"初級日語二
Beginning Japanese II","簡嘉菁CHIEN, CHIA-CHING",37,3.96,0.29,FL2012,3177722025337296772736978677273656772737871
109下,FL 201212,"初級日語二
Beginning Japanese II","楊漫恩YANG, MAN-EN",33,3.98,0.51,FL2012,269542845924681896578717765786978
109下,FL 201213,"初級日語二
Beginning Japanese II","陳曉貞CHEN, HSIAO-CHEN",29,4.07,0.24,FL2012,38515263133599867726978728373657967726978
109下,FL 201214,"初級日語二
Beginning Japanese II","陳曉貞CHEN, HSIAO-CHEN",41,4.02,0.39,FL2012,38515263133599867726978728373657967726978
109下,FL 201215,"初級日語二
Beginning Japanese II","陳曉貞CHEN, HSIAO-CHEN",38,4.02,0.37,FL2012,38515263133599867726978728373657967726978
109下,FL 201216,"初級日語二
Beginning Japanese II","王瑋婷WANG, WEI-TING",38,3.97,0.75,FL2012,2957929771231598765787187697384737871
109下,FL 201217,"初級日語二
Beginning Japanese II","王瑋婷WANG, WEI-TING",38,4.03,0.45,FL2012,2957929771231598765787187697384737871
109下,FL 201218,"初級日語二
Beginning Japanese II","王瑋婷WANG, WEI-TING",30,3.77,0.92,FL2012,2957929771231598765787187697384737871
109下,FL 201219,"初級日語二
Beginning Japanese II","張嘉芬CHANG, CHIA-FEN",40,4.18,0.24,FL2012,243732202533452677265787167727365706978
109下,FL 201220,"初級日語二
Beginning Japanese II","李蕙如LEE,HUI-JU",26,3.95,0.62,FL2012,2644634137229147669697285737485
109下,FL 201401,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",18,3.71,0.54,FL2014,243733859737428677265787189696576737871
109下,FL 201402,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",26,3.63,0.58,FL2014,243733859737428677265787189696576737871
109下,FL 201403,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",22,3.58,0.57,FL2014,243733859737428677265787189696576737871
109下,FL 201404,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",18,3.53,0.98,FL2014,243733859737428677265787189696576737871
109下,FL 201405,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",13,3.64,0.42,FL2014,243733859737428677265787189696576737871
109下,FL 201406,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",16,3.7,0.73,FL2014,243733859737428677265787189696576737871
109下,FL 201601,"初級法語二
Beginning French II","張月琴CHANG, YUEH-CHIN",12,3.07,0.99,FL2016,24373263762974867726578718985697267727378
109下,FL 201602,"初級法語二
Beginning French II","徐琿輝HSU, HUN-HUI",23,4.05,0.19,FL2016,244642975936637728385728578728573
109下,FL 201603,"初級法語二
Beginning French II","石秋燕SHIH, CHIU-YEN",7,4.26,0.11,FL2016,3070731179291418372737267727385896978
109下,FL 201604,"初級法語二
Beginning French II","石秋燕SHIH, CHIU-YEN",11,4.19,0.19,FL2016,3070731179291418372737267727385896978
109下,FL 201605,"初級法語二
Beginning French II","廖含潔LIAO, HAN-CHIEH",41,4.27,0.09,FL2016,242782154728500767365797265786772736972
109下,FL 201606,"初級法語二
Beginning French II","石秋燕SHIH, CHIU-YEN",8,3.66,0.8,FL2016,3070731179291418372737267727385896978
109下,FL 201607,"初級法語二
Beginning French II","廖含潔LIAO, HAN-CHIEH",45,4.25,0.13,FL2016,242782154728500767365797265786772736972
109下,FL 201608,"初級法語二
Beginning French II","廖含潔LIAO, HAN-CHIEH",41,4.17,0.67,FL2016,242782154728500767365797265786772736972
109下,FL 201609,"初級法語二
Beginning French II","廖含潔LIAO, HAN-CHIEH",31,4.2,0.26,FL2016,242782154728500767365797265786772736972
109下,FL 202401,"英語口語訓練二
English Oral Practice(II)","黃仕宜HUANG, SHIH-YI",11,3.92,0.22,FL2024,4064320181234527285657871837273728973
109下,FL 202402,"英語口語訓練二
English Oral Practice(II)","張銪容CHANG, YU-JUNG",18,4.01,0.29,FL2024,2437337546234816772657871898574857871
109下,FL 202403,"英語口語訓練二
English Oral Practice(II)","黃虹慈HUANG, HUNG-TZU",15,4.01,1.07,FL2024,406433442524904728565787172857871849085
109下,FL 202600,"語言教學導論
Introduction to Foreign Language Teaching and Learning",張寶玉VIPHAVEE VONGPUMIVITCH,5,3.74,0.26,FL2026,243732354229577867380726586696986797871808577738673846772
109下,FL 202800,"當代小說
Contemporary Fiction","李書雨LEE, SHU-YU",11,3.9,0.42,FL2028,2644626360386327669698372858985
109下,FL 204201,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",18,3.87,0.49,FL2042,371012614938263758579677285786772657871
109下,FL 204202,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",19,3.91,0.37,FL2042,371012614938263758579677285786772657871
109下,FL 204203,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",14,3.9,0.5,FL2042,371012614938263758579677285786772657871
109下,FL 204204,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",21,3.85,0.65,FL2042,371012614938263758579677285786772657871
109下,FL 204205,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",35,4.06,0.37,FL2042,371012614938263758579677285786772657871
109下,FL 204206,"初級德語二
Beginning German II","韓珮雯HAN, PEI-WEN",27,3.92,0.4,FL2042,388672967838639726578806973876978
109下,FL 204207,"初級德語二
Beginning German II","韓珮雯HAN, PEI-WEN",38,3.93,0.37,FL2042,388672967838639726578806973876978
109下,FL 204208,"初級德語二
Beginning German II","韓珮雯HAN, PEI-WEN",32,3.98,0.46,FL2042,388672967838639726578806973876978
109下,FL 204209,"初級德語二
Beginning German II","韓珮雯HAN, PEI-WEN",30,4.07,0.38,FL2042,388672967838639726578806973876978
109下,FL 207100,"21世紀圖像小說中的社會政治議題
Society and Politics in 21st-Century Graphic Novels","李書雨LEE, SHU-YU",6,3.88,0.31,FL2071,2644626360386327669698372858985
109下,FL 213700,"十八世紀文學
Eighteenth-Century Literature","陳皇華CHEN, HUANG-HUA",51,3.76,0.42,FL2137,385153034333775677269787285657871728565
109下,FL 300401,"閱讀與寫作二(下
)Reading & Writing II (2)","林宜莊LIN, YI-CHUANG",9,3.69,0.77,FL3004,2651923452336747673788973677285657871
109下,FL 300402,"閱讀與寫作二(下
)Reading & Writing II (2)","黃虹慈HUANG, HUNG-TZU",14,3.64,0.33,FL3004,406433442524904728565787172857871849085
109下,FL 300403,"閱讀與寫作二(下
)Reading & Writing II (2)","李書雨LEE, SHU-YU",17,3.69,0.37,FL3004,2644626360386327669698372858985
109下,FL 300601,"中級日語二
Intermediate Japanese II",真武薰KAORU MATAKE,15,4.04,0.57,FL3006,3049527494342247565798285776584657569
109下,FL 300602,"中級日語二
Intermediate Japanese II","周雅玲CHOU, YA-LING",22,3.57,1.0,FL3006,21608385972961867727985896576737871
109下,FL 300603,"中級日語二
Intermediate Japanese II","周雅玲CHOU, YA-LING",36,3.71,0.57,FL3006,21608385972961867727985896576737871
109下,FL 300604,"中級日語二
Intermediate Japanese II","張鈞竹CHANG,CHUN-CHU",22,3.75,0.67,FL3006,243733740631481677265787167728578677285
109下,FL 300605,"中級日語二
Intermediate Japanese II","簡嘉菁CHIEN, CHIA-CHING",42,4.14,0.21,FL3006,3177722025337296772736978677273656772737871
109下,FL 300606,"中級日語二
Intermediate Japanese II","簡嘉菁CHIEN, CHIA-CHING",41,4.02,0.29,FL3006,3177722025337296772736978677273656772737871
109下,FL 300607,"中級日語二
Intermediate Japanese II","廖紋淑LIAO, WEN-SHU",23,3.86,0.88,FL3006,24278320112811376736579876978837285
109下,FL 300608,"中級日語二
Intermediate Japanese II","陳曉貞CHEN, HSIAO-CHEN",32,4.1,0.26,FL3006,38515263133599867726978728373657967726978
109下,FL 300609,"中級日語二
Intermediate Japanese II","王佑心WANG, YU-HSIN",14,3.98,0.84,FL3006,29579203052451587657871898572837378
109下,FL 300801,"中級法語二
Intermediate French II","于治中YU, CHIH-CHUNG",9,4.27,0.09,FL3008,2011027835200138985677273726772857871
109下,FL 300802,"中級法語二
Intermediate French II","于治中YU, CHIH-CHUNG",9,3.52,1.27,FL3008,2011027835200138985677273726772857871
109下,FL 301001,"中級德語二
Intermediate German II","郭春長KUO, CHUN-CHANG",26,3.67,0.68,FL3010,371012614938263758579677285786772657871
109下,FL 301002,"中級德語二
Intermediate German II","郭春長KUO, CHUN-CHANG",21,3.95,0.42,FL3010,371012614938263758579677285786772657871
109下,FL 301200,"維多利亞時期文學
Victorian Literature","林宜莊LIN, YI-CHUANG",11,3.52,1.14,FL3012,2651923452336747673788973677285657871
109下,FL 306000,"電腦輔助語言學習
Computer-Assisted Language Learning","林惠芬LIN, HUI-FEN",8,2.99,1.76,FL3060,265192480033452767378728573706978
109下,FL 307800,"語意學
Semantics",梅思德MEISTERERNST BARBARA,29,4.06,0.78,FL3078,26757246052450377697383846982698278838466658266658265
109下,FL 308400,"中英筆譯
Chinese-English Translation","謝宏濱HSIEH, HUNGPIN",23,4.08,0.24,FL3084,356132343928657728373697272857871807378
109下,FL 308700,"中英翻譯習作
English-Chinese Translation Practice","陳國華CHEN, KUO-HUA",17,3.51,0.57,FL3087,38515222833377567726978758579728565
109下,FL 310100,"第二語言習得
Second Language Acquisition",張寶玉VIPHAVEE VONGPUMIVITCH,37,3.72,0.64,FL3101,243732354229577867380726586696986797871808577738673846772
109下,FL 312700,"西班牙語短篇故事閱讀與習作二
Spanish Short Essay Reading and Writing II",張淑英SHU-YING CHANG,6,3.93,0.44,FL3127,243732811333521837285897378716772657871
109下,FL 327200,"日語會話二
Japanese Conversation II","簡嘉菁CHIEN, CHIA-CHING",16,4.0,0.18,FL3272,3177722025337296772736978677273656772737871
109下,FL 327400,"日語聽解二
Japanese Listening II","簡嘉菁CHIEN, CHIA-CHING",17,4.05,0.31,FL3274,3177722025337296772736978677273656772737871
109下,FL 328700,"中級法語會話二
Intermediate French Conversation II","廖含潔LIAO, HAN-CHIEH",25,4.28,0.12,FL3287,242782154728500767365797265786772736972
109下,FL 329100,"中級法語語法二
Intermediate French Grammar II","石秋燕SHIH, CHIU-YEN",6,4.15,0.23,FL3291,3070731179291418372737267727385896978
109下,FL 329300,"中級法語聽力二
Intermediate French oral comprehension II","廖含潔LIAO, HAN-CHIEH",9,3.41,0.63,FL3293,242782154728500767365797265786772736972
109下,FL 330100,"音韻學
Phonology","陳宗穎CHEN, TSUNG-YING",14,2.53,1.56,FL3301,38515234473131067726978848385787189737871
109下,FL 330800,"語言與認知
Language and Cognition","楊梵孛YANG, FAN-PEI",30,4.05,0.76,FL3308,26954268052338789657871706578806973
109下,FL 338001,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,20,4.01,0.4,FL3380,3886720140248107265787589857871688575
109下,FL 338002,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,28,3.71,0.85,FL3380,3886720140248107265787589857871688575
109下,FL 338003,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,27,3.41,1.15,FL3380,3886720140248107265787589857871688575
109下,FL 338004,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,10,3.56,0.69,FL3380,3886720140248107265787589857871688575
109下,FL 338005,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,22,3.72,0.61,FL3380,3886720140248107265787589857871688575
109下,FL 338006,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,27,3.53,1.02,FL3380,3886720140248107265787589857871688575
109下,FL 338101,"中級韓語二
Intermediate Korean II",韓京惪HAN KYUNG DUK,16,3.84,0.57,FL3381,3886720140248107265787589857871688575
109下,FL 338102,"中級韓語二
Intermediate Korean II",韓京惪HAN KYUNG DUK,14,3.59,1.13,FL3381,3886720140248107265787589857871688575
109下,FL 342600,"中級德語會話二
Intermediate German Conversation II","韓珮雯HAN, PEI-WEN",13,3.97,1.15,FL3426,388672967838639726578806973876978
109下,FL 343200,"日語聽解四
Japanese Listening IV","周雅玲CHOU, YA-LING",13,3.58,0.64,FL3432,21608385972961867727985896576737871
109下,FL 343300,"商用英語會話
English for Oral Business Communication","黃伊岑HUANG, I-TSEN",9,3.93,0.12,FL3433,40643202342369772856578717384836978
109下,FL 344400,"日語會話四
Japanese Conversation IV",真武薰KAORU MATAKE,6,4.3,0.0,FL3444,3049527494342247565798285776584657569
109下,FL 344500,"從《哈利波特》學英文
English Language Skills with Harry Potter",柯安娜JOHANNA KATCHEN,32,3.88,0.66,FL3445,2660723433230687479726578786575658467726978
109下,FL 350000,"科技與人文
Technology and Humanities","吳建亨WU, CHIEN-HENG",6,3.62,0.89,FL3500,2155524314201368785677273697872697871
109下,FL 350100,"魯濱遜漂流記：全球脈絡下的多重文本
Robinson Crusoe: A Multilayered Text in Global Contexts","紀元文CHI, YUAN-WEN",20,4.12,0.2,FL3501,32000208032599167727389856578876978
109下,FL 402600,"高級韓語二
Advanced Korean II",韓京惪HAN KYUNG DUK,17,4.1,0.3,FL4026,3886720140248107265787589857871688575
