課號 Course ID,資訊 Information,備註 Note,系所 Department,通識 GE,"選上機率
Chance","重設
Reset",課程 Course,教室大樓 Building,時間 Time,授課語言 Language,加簽 Extra Enrollment
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KLST6403"" rel=""noopener"" target=""_blank"">KLST 640300</a>
設計於學習之研究方法
Research Methods in Design for Learning","<人限 Limit / 新生保留 New Only>
16 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
11 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=264172291421531677285748567728578"" rel=""noopener"" target=""_blank"">朱如君	CHU, JU-CHUN</a>
<教室 Room & 時間 Time>
GEN II綜二409	R3R4Rn
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為16週課程
<限制 Limitation>
限學科所
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
學科所111M選修
",KLST 學科所,--,--,,KLST6403,GEN II綜二,R3R4Rn,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KLST6404"" rel=""noopener"" target=""_blank"">KLST 640400</a>
新素養、內容分析與文本探勘
New Literacies,Content Analysis,and Text Mining","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=385153203229141677269788385896978"" rel=""noopener"" target=""_blank"">陳素燕	CHEN, SU-YEN</a>
<教室 Room & 時間 Time>
GEN II綜二410	T2T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為16週課程
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
學科所111M選修
",KLST 學科所,--,--,,KLST6404,GEN II綜二,T2T3T4,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KLST6406"" rel=""noopener"" target=""_blank"">KLST 640600</a>
成人學習理論與實務
Theory and Practice of Adult Learning","<人限 Limit / 新生保留 New Only>
16 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
6 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=295794071837528876578716873787177737871"" rel=""noopener"" target=""_blank"">王鼎銘	WANG, DING-MING</a>
<教室 Room & 時間 Time>
GEN II綜二420	T5T6T7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
學科所111M選修
",KLST 學科所,--,--,,KLST6406,GEN II綜二,T5T6T7,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS5001"" rel=""noopener"" target=""_blank"">KMS 500100</a>
教育研究法
Introduction to Educational Research Methodology","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
38 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2957923039385178765787184908576737871"" rel=""noopener"" target=""_blank"">王姿陵	WANG, TZU-LING</a>
<教室 Room & 時間 Time>
Nanda南大9421	T5T6T7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數教組與科教組的共同必修課
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M必修
",KMS  數理所,--,--,,KMS5001,Nanda南大,T5T6T7,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS5101"" rel=""noopener"" target=""_blank"">KMS 510100</a>
專題討論一
Colloquium I","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
44 / --
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=26519211912151376737889857871677273"" rel=""noopener"" target=""_blank"">林勇吉	LIN, YUNG-CHI</a>
<教室 Room & 時間 Time>
Nanda南大9313	T8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數學教育組一年級生的必修課。選修此課程者，不可同時選修專題討論二。
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M必修
",KMS  數理所,--,--,,KMS5101,Nanda南大,T8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS5102"" rel=""noopener"" target=""_blank"">KMS 510200</a>
專題討論二
Colloquium (Ⅱ)","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
30 / --
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=26519211912151376737889857871677273"" rel=""noopener"" target=""_blank"">林勇吉	LIN, YUNG-CHI</a>
<教室 Room & 時間 Time>
Nanda南大9313	T9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數學教育組二年級生必修課。選修此課程者，不可同時選修專題討論一。
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M必修
",KMS  數理所,--,--,,KMS5102,Nanda南大,T9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS5204"" rel=""noopener"" target=""_blank"">KMS 520400</a>
數學學習心理學
Psychology of Learning Mathematics","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
38 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3408125991290298483657387697872856578"" rel=""noopener"" target=""_blank"">蔡文煥	TSAI, WEN-HUAN</a>
<教室 Room & 時間 Time>
Nanda南大9421	M9MaMb
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數學教育組課程
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M選修
",KMS  數理所,--,--,,KMS5204,Nanda南大,M9MaMb,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS5207"" rel=""noopener"" target=""_blank"">KMS 520700</a>
數學課程研究
Studies of Mathematical Curricular Development","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
31 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=26519211912151376737889857871677273"" rel=""noopener"" target=""_blank"">林勇吉	LIN, YUNG-CHI</a>
<教室 Room & 時間 Time>
Nanda南大9313	W9WaWb
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數學教育組課程
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M選修
",KMS  數理所,--,--,,KMS5207,Nanda南大,W9WaWb,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS5213"" rel=""noopener"" target=""_blank"">KMS 521300</a>
數學思維與推理認知發展
Cognitive Development of Mathematical Thinking and Reasoning","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
35 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3537724935295777283857285738985"" rel=""noopener"" target=""_blank"">許慧玉	HSU, HUI-YU</a>
<教室 Room & 時間 Time>
Nanda南大9313	RaRbRc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數學教育組課程
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M選修
",KMS  數理所,--,--,,KMS5213,Nanda南大,RaRbRc,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS5214"" rel=""noopener"" target=""_blank"">KMS 521400</a>
數學雙語教學的課程設計
Curricular Design of Bilingual Teaching in Mathematics","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
40 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2651930887296457673788073746978"" rel=""noopener"" target=""_blank"">林碧珍	LIN, PI-JEN</a>
<教室 Room & 時間 Time>
Nanda南大9313	M5M6M7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數學教育組課程，60%英語授課，上課16週。
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M選修
",KMS  數理所,--,--,,KMS5214,Nanda南大,M5M6M7,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS5408"" rel=""noopener"" target=""_blank"">KMS 540800</a>
數學玩具設計研究專題
Topics in Mathematics Toy Design","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
35 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=38515274912454467726978746978716772857871"" rel=""noopener"" target=""_blank"">陳正忠	CHEN, JENG-CHUNG</a>
<教室 Room & 時間 Time>
Nanda南大9313	W2W3W4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數學教育組課程
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M選修
",KMS  數理所,--,--,,KMS5408,Nanda南大,W2W3W4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS6005"" rel=""noopener"" target=""_blank"">KMS 600500</a>
論文研究
Thesis","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=25351235662594525480"" rel=""noopener"" target=""_blank"">指導教授	</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限數理所碩二以上修習
<限制 Limitation>
限數理所碩士班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M必修
",KMS  數理所,--,--,,KMS6005,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS6101"" rel=""noopener"" target=""_blank"">KMS 610100</a>
專題討論一
Colloquium I","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
41 / --
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2957923039385178765787184908576737871"" rel=""noopener"" target=""_blank"">王姿陵	WANG, TZU-LING</a>
<教室 Room & 時間 Time>
Nanda南大9312	T8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
科學教育組一年級生的必修課。選修此課程者，不可同時選修專題討論二。
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M必修
",KMS  數理所,--,--,,KMS6101,Nanda南大,T8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS6102"" rel=""noopener"" target=""_blank"">KMS 610200</a>
專題討論二
Colloquium (Ⅱ)","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
30 / --
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2957923039385178765787184908576737871"" rel=""noopener"" target=""_blank"">王姿陵	WANG, TZU-LING</a>
<教室 Room & 時間 Time>
Nanda南大9312	T9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
科學教育組二年級生必修課。選修此課程者，不可同時選修專題討論一。
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M必修
",KMS  數理所,--,--,,KMS6102,Nanda南大,T9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS6103"" rel=""noopener"" target=""_blank"">KMS 610300</a>
科學教育導論
Introduction to Science Education","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
37 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2651935029201617673788985826978"" rel=""noopener"" target=""_blank"">林裕仁	LIN, YU-REN</a>
<教室 Room & 時間 Time>
Nanda南大9312	W5W6W7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
科學教育組課程
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M選修
",KMS  數理所,--,--,,KMS6103,Nanda南大,W5W6W7,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS6212"" rel=""noopener"" target=""_blank"">KMS 621200</a>
教育科技在科學教育上的應用
Educational Technology in Science Education","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
30 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=371652202524800677269787167727365728573"" rel=""noopener"" target=""_blank"">鄭嘉惠	CHENG, CHIA-HUI</a>
<教室 Room & 時間 Time>
Nanda南大9312	MaMbMc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
科學教育組課程
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M選修
",KMS  數理所,--,--,,KMS6212,Nanda南大,MaMbMc,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS6308"" rel=""noopener"" target=""_blank"">KMS 630800</a>
科學課程研究專題
Topics in Science Curriculum","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
36 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=371652202524800677269787167727365728573"" rel=""noopener"" target=""_blank"">鄭嘉惠	CHENG, CHIA-HUI</a>
<教室 Room & 時間 Time>
Nanda南大9312	T2T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
科學教育組課程
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M選修
",KMS  數理所,--,--,,KMS6308,Nanda南大,T2T3T4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMS6314"" rel=""noopener"" target=""_blank"">KMS 631400</a>
科學創造力教學
Teaching for Scientific Creativity","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
38 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2651935029201617673788985826978"" rel=""noopener"" target=""_blank"">林裕仁	LIN, YU-REN</a>
<教室 Room & 時間 Time>
Nanda南大9312	R5R6R7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
科學教育組課程
<限制 Limitation>
限碩士班博士班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所111M選修
",KMS  數理所,--,--,,KMS6314,Nanda南大,R5R6R7,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMSN5001"" rel=""noopener"" target=""_blank"">KMSN 500100</a>
教育研究法
Introduction to Educational Research Methodology","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
42 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3408125991290298483657387697872856578"" rel=""noopener"" target=""_blank"">蔡文煥	TSAI, WEN-HUAN</a>
<教室 Room & 時間 Time>
Nanda南大9421	TaTbTc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數教組與科教組的共同必修課
<限制 Limitation>
限專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所在職專班111P必修
",KMSN 數理所在職專班,--,--,,KMSN5001,Nanda南大,TaTbTc,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMSN5311"" rel=""noopener"" target=""_blank"">KMSN 531100</a>
數學素養導向教學
Study of Mathematics Literacy-oriented Teaching","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
34 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2651930887296457673788073746978"" rel=""noopener"" target=""_blank"">林碧珍	LIN, PI-JEN</a>
<教室 Room & 時間 Time>
Nanda南大9313	MaMbMc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
數學教育組課程，本課程為16週課程
<限制 Limitation>
限專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所在職專班111P選修
",KMSN 數理所在職專班,--,--,,KMSN5311,Nanda南大,MaMbMc,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMSN6005"" rel=""noopener"" target=""_blank"">KMSN 600500</a>
論文
Thesis","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=25351235662594525480"" rel=""noopener"" target=""_blank"">指導教授	</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限數理所專班2年級以上修習
<限制 Limitation>
限數理所在職專班專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所在職專班111P必修
",KMSN 數理所在職專班,--,--,,KMSN6005,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMSN6210"" rel=""noopener"" target=""_blank"">KMSN 621000</a>
科學展覽之理論與實務
Theory and Practice in Science Fair","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
37 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2957923039385178765787184908576737871"" rel=""noopener"" target=""_blank"">王姿陵	WANG, TZU-LING</a>
<教室 Room & 時間 Time>
Nanda南大9421	RaRbRc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
科學教育組課程
<限制 Limitation>
限專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所在職專班111P選修
",KMSN 數理所在職專班,--,--,,KMSN6210,Nanda南大,RaRbRc,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KMSN6302"" rel=""noopener"" target=""_blank"">KMSN 630200</a>
環境議題與教學
Environmental Issues and Instruction","<人限 Limit / 新生保留 New Only>
42 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
37 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=343112343920161838572857871746978"" rel=""noopener"" target=""_blank"">蘇宏仁	SU, HUNG-JEN</a>
<教室 Room & 時間 Time>
Nanda南大9312	TaTbTc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
科學教育組選修課
<限制 Limitation>
限專班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
數理所在職專班111P選修
",KMSN 數理所在職專班,--,--,,KMSN6302,Nanda南大,TaTbTc,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC1100"" rel=""noopener"" target=""_blank"">KPC 110000</a>
普通心理學一
Introduction to Psychology(I)","<人限 Limit / 新生保留 New Only>
70 / 40
<剩餘名額 Spots AVL / 待亂數 Pending>
41 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=264462611827194766969758578728565"" rel=""noopener"" target=""_blank"">李昆樺	LEE, KUN-HUA</a>
<教室 Room & 時間 Time>
Nanda南大N001	M7M8M9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
16週課程；加退選期間欲加選者請透過加簽系統辦理。
<限制 Limitation>
限心諮系大學部
<擋修 Prerequisite>
--
<專長 Speciality>
心理學(二)/心理學(一)
<學程 Program>
--
<必選修 Required or Elective>
心諮系111B必修
",KPC  心諮系,--,--,,KPC1100,Nanda南大,M7M8M9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC1200"" rel=""noopener"" target=""_blank"">KPC 120000</a>
心理與教育統計一
Psychological and Educational Statistics (I)","<人限 Limit / 新生保留 New Only>
55 / 45
<剩餘名額 Spots AVL / 待亂數 Pending>
45 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3851525215245036772697867726978718469"" rel=""noopener"" target=""_blank"">陳承德	CHEN, CHENG-TE</a>
<教室 Room & 時間 Time>
Nanda南大N101	W7W8W9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
限心諮系大學部
<擋修 Prerequisite>
--
<專長 Speciality>
心理學(二)/心理學(一)
<學程 Program>
--
<必選修 Required or Elective>
心諮系111B必修
",KPC  心諮系,--,--,,KPC1200,Nanda南大,W7W8W9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC1720"" rel=""noopener"" target=""_blank"">KPC 172000</a>
生命議題與教育
Life Issues and Education","<人限 Limit / 新生保留 New Only>
20 / 15
<剩餘名額 Spots AVL / 待亂數 Pending>
16 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=203093116829664727972837385677285"" rel=""noopener"" target=""_blank"">何秀珠	HO,HSIU-CHU</a>
<教室 Room & 時間 Time>
Nanda南大1311	T2T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
加退選期間不受理線上加選，亦不接受加簽。
<限制 Limitation>
限心諮系大學部
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系111B選修
",KPC  心諮系,--,--,,KPC1720,Nanda南大,T2T3T4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC1721"" rel=""noopener"" target=""_blank"">KPC 172100</a>
休閒教育
Leisure Education","<人限 Limit / 新生保留 New Only>
25 / 20
<剩餘名額 Spots AVL / 待亂數 Pending>
20 / --
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=203093656230427727972838565788372697871"" rel=""noopener"" target=""_blank"">何軒盛	HO, HSUAN-SHENG</a>
<教室 Room & 時間 Time>
Nanda南大1311	T5T6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
心諮系大學部優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系111B選修
",KPC  心諮系,--,--,,KPC1721,Nanda南大,T5T6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC1722"" rel=""noopener"" target=""_blank"">KPC 172200</a>
家庭發展
Family Development","<人限 Limit / 新生保留 New Only>
20 / 15
<剩餘名額 Spots AVL / 待亂數 Pending>
15 / --
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=33865332683345289697267727372706978"" rel=""noopener"" target=""_blank"">葉致芬	YEH, CHIH-FEN</a>
<教室 Room & 時間 Time>
Nanda南大2203	R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
心諮系大學部優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系111B選修
",KPC  心諮系,--,--,,KPC1722,Nanda南大,R3R4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC1802"" rel=""noopener"" target=""_blank"">KPC 180200</a>
專業定向與自我成長
Professional Orientation and Personal Growth","<人限 Limit / 新生保留 New Only>
25 / 15
<剩餘名額 Spots AVL / 待亂數 Pending>
15 / --
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=37165354333399367726978718372737274857871"" rel=""noopener"" target=""_blank"">鄭詩蓉	CHENG, SHIH-JUNG</a>
<教室 Room & 時間 Time>
Nanda南大N204	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
限心諮系大學部
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系111B選修
",KPC  心諮系,--,--,,KPC1802,Nanda南大,R5R6,中文 ZH,O 接受 Allowed
